regime_name	fold	model_name	train_rows	test_rows	test_drugs	test_cell_lines	mae	rmse	mse	pearson_r	spearman_r	r_squared
double_cold_start	0	ridge	214639	13924	81	198	1.0153178891923464	1.284159121305595	1.6490646488323575	0.3250632144563917	0.24346596866640108	-0.23354036409566326
double_cold_start	1	ridge	216890	13360	81	196	0.9222312839572613	1.2129377881857037	1.4712180780088269	0.29391538780118764	0.3008299020656994	-0.14718437191749234
double_cold_start	2	ridge	215937	13574	81	197	0.9175866852597868	1.1668870664272872	1.36162542579528	0.4795947517323702	0.46689682540374133	0.13787811557290885
double_cold_start	3	ridge	216547	13515	80	197	0.8524486539085163	1.062881020911852	1.129716064614621	0.38996326409239973	0.3533870960234051	-0.2309414749665577
double_cold_start	4	ridge	216945	13302	80	197	0.9738072395154953	1.2348791526817222	1.5249265217279284	0.3525299667979148	0.2950818086308711	-0.07276007102712634
