CELL_LINE_NAME	n	nearest_train_cosine	mae	rmse	mean_prediction_std	mean_signed_error
sbc5	15	0.9365783929824829	0.6493675410000397	0.8672629380762734	0.6011356	-0.3376087796350635
imr32	15	0.9366415143013	0.5070103133702032	0.6819080525215762	0.54058427	-0.32048206891018777
cal78	16	0.9366892576217651	0.6729184906087264	0.8133425452272245	0.53448284	-0.6109869751336372
hle	16	0.9366971254348755	0.5970059912908178	0.7446096039337998	0.5531629	-0.4180874245534896
daoy	16	0.9367209076881409	0.5510253598249382	0.7061890704870308	0.3884524	-0.4578338118840036
a2058	16	0.9367223978042603	0.5789799941769096	0.7064768652316008	0.58143795	-0.5664100792626369
wm793	15	0.9367892146110535	0.6128905304413621	0.7904296474489249	0.6288798	-0.5692582806879746
fadu	15	0.9367941617965698	0.6042295569259678	0.686100810536152	0.559701	-0.5477908238071995
kns60	16	0.9368051886558533	0.6096910347658512	0.7339605975829753	0.6018451	-0.502890375486841
bftc909	14	0.9368178844451904	0.5200377466013368	0.5970939425293591	0.53590626	-0.4296224288358575
corl105	13	0.936835765838623	0.376996768870408	0.44774100949897144	0.5830465	-0.028910001814995787
mdamb435s	16	0.936851978302002	0.7063631103061097	0.8513611564862978	0.83454496	-0.7052505395533923
jhh4	16	0.9368765950202942	0.5554077868330769	0.7593142025266787	0.63843936	-0.18452010794262436
ipc298	16	0.9368771910667419	0.7207931658214294	0.96558139390432	0.7806442	-0.42522042443719266
hs944t	16	0.936877965927124	0.7080763737248121	0.8512520065721118	0.6600717	-0.6961522641867812
8305c	16	0.9368855953216553	0.5959970869096388	0.7638799673706239	0.55756974	-0.5925890281389029
u2os	15	0.9369028210639954	0.6585541294255222	0.8308025687411015	0.6871633	-0.6347245391995728
miapaca2	16	0.9369534850120544	0.9062046958092187	1.0419996438629597	0.4912081	-0.9062046958092187
ykg1	15	0.9369563460350037	0.4821422778684319	0.6122830310364529	0.5642896	-0.2478120810303846
caki2	16	0.9369924068450928	0.47571855120976453	0.5399465685754279	0.59026086	-0.325122880496809
hs683	16	0.9369984269142151	0.5364474020646939	0.6592185417023212	0.50697017	-0.4130701589196079
rvh421	15	0.9370301365852356	0.6271382220368331	0.8196514603734756	0.6648343	-0.6208905268064259
sw620	15	0.9370969533920288	1.1035959159052835	1.321333242894967	0.7268332	-1.1035959159052835
sq1	12	0.9371111392974854	0.372085933384634	0.43393726329127225	0.64911765	-0.24735625464014377
jhuem2	13	0.9371241927146912	0.5589224243265077	0.6814525882514285	0.7818499	-0.4191956321772136
efo27	15	0.9371283054351807	0.47338244091300186	0.6752417164992052	0.7995024	-0.3166735283814671
pk1	16	0.937128484249115	0.5262587398351507	0.6686671728064869	0.40186366	-0.49682150364811906
kuramochi	16	0.937135636806488	0.7348176958366538	0.8517529253073394	0.631316	-0.6199304090572153
oe33	16	0.9371408820152283	0.7289245040090894	0.9116155277094485	0.55494654	-0.7150620684583203
kle	16	0.937152087688446	0.6243040841806065	0.7639013914747276	0.5764498	-0.26606350669261825
lounh91	16	0.9371585249900818	0.729357369664122	0.9360746368168978	0.45952472	-0.39931245131845927
melho	16	0.9372343420982361	0.867428344964878	1.0960929549028913	0.6541182	-0.7069989734940578
ess1	13	0.9372543096542358	0.5647467261930592	0.7045755015631613	0.6126581	-0.4599412329447238
calu6	13	0.9372680187225342	0.6398715558083233	0.8605676615342646	0.49629167	-0.6350706804757734
vmrcrcz	15	0.9372689723968506	0.38686548327263043	0.5399122400696545	0.64438045	-0.2126648846804232
du145	16	0.9373428225517273	0.7631276324391364	0.8968101594106926	0.78810793	-0.7099945613741874
hec1a	15	0.9373482465744019	0.3806826410293579	0.5511593886726743	0.8611086	-0.2060144545237224
hepg2	16	0.937389075756073	0.9236272342095687	1.0843600980398937	0.6142529	-0.9236272342095687
kns62	13	0.9374521374702454	0.5383966889999847	0.6912869342954813	0.57646614	-0.237699652385464
cal12t	13	0.937466561794281	0.572230140834018	0.7424865267770795	0.59175515	-0.5705210028519718
hos	16	0.9374808073043823	0.6003183913043665	0.7414454837738763	0.42288023	-0.507076013315805
ovcar8	16	0.9374809265136719	0.6284174750899325	0.8261308281925237	0.6847387	-0.5436894802037393
rerflcai	16	0.9374957084655762	0.6355025201253637	0.7906788894994713	0.50221086	-0.5294544495095155
corl23	16	0.9375107884407043	0.5021054883875518	0.5907373334272509	0.6030279	-0.3163424614667452
mcas	16	0.9375175833702087	0.5346785847984511	0.640001973747143	0.71824723	-0.49657525126680324
cov318	16	0.9375361204147339	0.6371238935825849	0.7871361874223628	0.55723727	-0.11742578145495883
moggccm	15	0.9375562071800232	0.5070252085366547	0.5642921848071919	0.325381	-0.2642306505491038
plcprf5	16	0.9375747442245483	0.7736694038674311	0.9004844358767332	0.65606713	-0.6243353415232246
huh1	16	0.937602162361145	0.5861535820076507	0.7053969487382291	0.6566664	-0.5077493276643328
sw403	15	0.9376283288002014	1.0683852104687834	1.2705087606114593	0.68872064	-1.0683852104687834
sknsh	14	0.9376742839813232	0.5019759086594827	0.6121647426925613	0.43522248	-0.322488805290484
rkn	15	0.937677264213562	0.8668846059055711	0.9992606283272463	0.6150682	-0.8104097461268096
hs766t	16	0.9376783967018127	0.7719051641194155	0.9076638477908385	0.5398959	-0.36995945885138987
skmel2	15	0.9376986622810364	0.7701167178607712	0.9000113853107677	0.704987	-0.5699059293775263
mkn74	16	0.9377590417861938	0.6989191478857186	0.776684651521786	0.64178175	-0.5694792305975116
ialm	16	0.9377685189247131	0.7642893743679209	0.8742972578987506	0.61639047	-0.2956507119783843
l33	16	0.9377759099006653	0.7879865605312931	0.9846648022739455	0.51907	-0.6779550808328464
a253	15	0.9378169775009155	0.6221006073468374	0.7820209094433439	0.47854248	-0.5165303424937561
hcc2935	16	0.9378219246864319	0.7675030849869205	0.9209717969852708	0.7380605	-0.4176112106860733
t84	15	0.9378257989883423	0.5062298915949305	0.630719856897195	0.61542183	-0.39375998306781995
pk45h	16	0.9378524422645569	0.5839406259081454	0.7817906963114098	0.6372001	-0.38611000503877685
dbtrg05mg	16	0.937859833240509	0.9752048912496535	1.144964623402774	0.7213757	-0.8118713093031444
suit2	15	0.9378615021705627	0.9116097412019983	1.1082695012937775	0.5760193	-0.8407922174087358
cas1	16	0.9378685355186462	0.6270415350435802	0.7328082425859578	0.48722866	-0.458427115628979
hcc15	15	0.9379013180732727	0.6429433384905562	0.7933335247482023	0.7680085	-0.4743729564827392
ln18	15	0.9379039406776428	0.5785894686786539	0.7002295518706875	0.5027945	-0.47253854346356283
gi1	13	0.9379076957702637	0.396299226464098	0.47690924716523747	0.49893144	-0.20072360856583324
tov21g	15	0.9379775524139404	0.7226608887873965	0.8508516784472003	0.81543535	-0.5348459716129684
ln229	15	0.9380197525024414	0.6568580343287457	0.7879310810272316	0.6078098	-0.5350166923838164
hpafii	13	0.9380205273628235	0.4759711400019828	0.5737094547949293	0.40563732	-0.3532473379945731
cov504	15	0.9380322694778442	0.44429477356786057	0.5240095309612185	0.26416472	-0.29252479429990735
bt549	16	0.9380643963813782	0.729271587727587	0.9152458915592169	0.47979245	-0.6428548642901489
hucct1	16	0.9380829930305481	0.4644478179221503	0.5841705508040789	0.8537684	-0.3984445618600143
te11	11	0.9381152987480164	0.7764147243535124	0.9456917230283428	0.58497816	-0.5877920414815999
colo679	16	0.9381257891654968	0.6647756118713383	0.8338783624428722	0.7423257	-0.6389519001353434
t24	15	0.9381328821182251	0.6285662945974378	0.852642110590678	0.5046795	-0.49983771725456533
zr751	12	0.9381355047225952	0.45713920813275216	0.5996158708302517	0.6239418	-0.2399449270296202
kyse180	13	0.93822181224823	0.545102618514226	0.635752641557538	0.62814087	-0.3736973157653481
h4	15	0.9382563829421997	0.39178964247829284	0.46195698036871524	0.66984123	-0.2926203987009273
c3a	14	0.9382615685462952	0.5911690683376778	0.7296638448066969	0.5781368	-0.37154843382644803
bxpc3	13	0.9382646679878235	0.588068099414152	0.6820243091813528	0.34601945	-0.5396272065494935
oc316	16	0.9382786154747009	0.4746743755042553	0.5968447193495092	0.7592945	-0.2630218528211117
saos2	15	0.9383032917976379	0.7690867494304274	0.8979778722455927	0.5850617	-0.625764148139932
kals1	16	0.9383339285850525	0.6159048253747319	0.7443776828881875	0.6188103	-0.5351984032801056
toledo	14	0.9383789300918579	0.4977936938368867	0.5878291258781528	0.4657897	-0.17005638625541128
snu449	15	0.938424825668335	0.5757921558786396	0.738666522601154	0.5520076	-0.22119694242553672
rpmi7951	12	0.9384365677833557	0.6633642659029187	0.898085229937794	0.54561186	-0.08249906943731251
hcc70	16	0.9384427666664124	0.7389843170093598	0.9814201149833166	0.60529065	-0.7303920226469565
jhh5	14	0.9384511113166809	0.885747442670891	1.0254099766224638	0.67468935	-0.885747442670891
jhh6	15	0.9384764432907104	0.5028427756901486	0.6054259766432253	0.48830995	-0.2227307727971566
te1	12	0.938480019569397	0.5153203534509427	0.6249035835394213	0.6286683	-0.3892874777175779
cal851	16	0.9385507106781006	0.7303990890913965	0.859386273409275	0.51831627	-0.7303990890913965
kpnsi9s	16	0.9386429190635681	0.9169360064978749	1.1182176987894457	0.57927287	-0.9169360064978749
mpp89	16	0.938689112663269	0.45309676323595915	0.6096983747967537	0.44473433	-0.3075579894251712
hupt4	15	0.9386950135231018	0.8985961031730613	1.0269959431861264	0.4959738	-0.6724894603578726
hs936t	16	0.9387967586517334	0.6034648639855881	0.7418817804056482	0.690488	-0.5653399177403224
morcpr	15	0.9388341307640076	0.6779836835910008	0.8033867513835177	0.76146096	-0.6112972499578323
panc0403	16	0.9388579726219177	0.7349915560603477	0.8853600121238255	0.4930206	-0.7349915560603477
vmrcrcw	15	0.9388726949691772	0.8099440363144387	0.9735364159140115	0.56131536	-0.1442223001674428
mkn7	16	0.9389159679412842	0.6120375794055749	0.8121331234356314	0.60817415	-0.24785400040496505
snu387	12	0.938947856426239	0.4728957276574895	0.5734214409336449	0.6113877	-0.21843682154996788
kcimoh1	13	0.9389896988868713	0.5901894079938186	0.6541826626483529	0.17023668	-0.5186222696691914
scaber	15	0.939018964767456	0.7956600627629554	0.9644669760228874	0.65615386	-0.7727343812088158
ls513	15	0.9390397667884827	0.6072374331833877	0.7371773378621358	0.57244956	-0.5943230397417658
colo741	13	0.9390501976013184	0.5958689965034645	0.6900984889560753	0.5130379	-0.4742047403830494
sw1417	13	0.9390692114830017	0.9408008018093331	1.0896566208289027	0.5925626	-0.9324280337057326
ls123	16	0.9391223192214966	0.5906140137541177	0.7816226967591565	0.6336879	-0.46281800711289456
skhep1	15	0.9392492175102234	0.5775427826209688	0.803127042399406	0.3187455	-0.18195830415707684
detroit562	15	0.9392620325088501	0.5232012438026251	0.597687576939409	0.4086006	-0.3865563880521975
ht29	16	0.939283013343811	0.9279515752800331	1.1674671518202866	0.7244466	-0.6907504428799252
hcc78	15	0.9393460750579834	0.4906419308321014	0.5750851732714292	0.62179905	-0.27153812683203343
hcc1395	13	0.9393961429595947	0.5935662971505061	0.6759647516380309	0.590012	-0.09534040799653884
uacc257	12	0.9393990635871887	0.7039164059582106	0.89143363657044	0.63438445	-0.3575903631226758
sw480	15	0.9394039511680603	0.6698880353966815	0.7789345017493798	0.570177	-0.6643194717014822
jm1	15	0.9395542740821838	0.28549505315114476	0.40376717288820335	0.5232719	-0.14297393311117249
kyse450	13	0.9395644664764404	0.45671075450528237	0.5321559617530776	0.5933367	-0.2658466228938682
hdqp1	16	0.9396113157272339	0.8775134455438923	1.0709457496457213	0.5632629	-0.7674289786805296
mdamb157	15	0.9396635890007019	0.6634775235241933	0.8218209165211549	0.5393297	-0.04472833599317563
oncodg1	16	0.9396907687187195	0.6717210183998675	0.7557746855942127	0.5397041	-0.5489680687983294
mdamb468	16	0.9397262334823608	0.7698013351456132	0.8986921507564645	0.6313463	-0.3449414131824022
efo21	16	0.939798891544342	0.5776208050861077	0.6801506594583787	0.54104257	-0.38844882740952247
kp3	16	0.9398225545883179	0.5456711943775387	0.6247257423586894	0.5712278	-0.4727647566673152
gms10	16	0.9398335814476013	0.5044912134551744	0.5892768879668547	0.52707887	-0.3067908341697009
sf295	15	0.939858078956604	0.5026005108168529	0.7102893215297996	0.59022015	-0.3614793394717667
ke39	15	0.9398863315582275	0.5161934280220101	0.6163705738664753	0.66894746	-0.41863533654744345
panc0327	16	0.9401049017906189	0.7307009352787606	0.8975940877327495	0.4835841	-0.6146223378031026
snu475	12	0.9401343464851379	0.7244249243504094	0.9523642067642479	0.6438744	-0.2982432422477612
te15	12	0.9401689171791077	0.7260715965035528	0.8427426878798663	0.6125077	-0.7260715965035528
fuov1	16	0.9402456879615784	0.6129957844553928	0.7949559868281588	0.56000376	-0.5280621046599953
8mgba	13	0.9402472972869873	0.6380506217843441	0.8448580121174684	0.4536456	-0.09061362823361331
gamg	13	0.940327525138855	0.45723331159648056	0.5307841741342448	0.38247102	-0.27325978664439277
mfe280	16	0.9404160976409912	0.5295442615987467	0.6365061922221018	0.50151783	-0.4383855408879934
ocum1	16	0.9405300617218018	0.828432993908484	1.0118751692872334	0.59640723	-0.828432993908484
ebc1	16	0.9405971169471741	1.0782323336736006	1.311370950258903	0.642701	-0.7982922415362175
hcc1187	15	0.9407796263694763	0.46844345543235916	0.5365542548664682	0.46585208	-0.31495761270420475
te5	12	0.9407915472984314	0.5188628497563538	0.6482043560847238	0.48993406	-0.3726974077879963
nugc4	15	0.9408591389656067	1.3832693902389457	1.4760910415739816	0.6424663	-1.3832693902389457
jhos4	15	0.94093257188797	0.5031996474544641	0.5784845230603448	0.56464523	-0.2717517478749424
gciy	15	0.940963089466095	0.49970516206953197	0.5914925968234565	0.52038074	-0.34269207226789433
nugc3	16	0.9411186575889587	0.7147851820882778	0.8941228798001185	0.73259693	-0.3292403227863859
sw1990	14	0.9412485957145691	0.6838474989765165	0.7954004627586098	0.5221457	-0.6577650666904542
a549	16	0.941385805606842	0.49009523717293707	0.6195228285142212	0.5834873	-0.47920470974939217
sw900	14	0.9415197372436523	0.6283685487902717	0.7061455598735913	0.61179155	-0.21407549991544053
pc3	16	0.9415977001190186	0.6597727352860854	0.8094079523818023	0.53985983	-0.5730166530575974
skmel5	15	0.9416966438293457	0.8556261023523518	1.1066481290039998	0.6390706	-0.6318010186375989
hcc44	13	0.9418842792510986	0.3537054164419259	0.4679613020962749	0.5422281	-0.2910289782473945
rerflcms	13	0.9418976306915283	0.5502753956340569	0.6417526497331786	0.62126803	-0.3174182410816267
skmes1	12	0.9419702887535095	0.7549495340472276	0.8706859007064001	0.51105374	-0.7549495340472276
t47d	14	0.9420260190963745	0.599510916103368	0.8059331240333121	0.30318165	-0.11610907488345498
igr37	16	0.9420688152313232	0.6288171160558049	0.847868625553106	0.69721687	-0.37014127123115076
pc14	13	0.942142128944397	0.7733660134147815	0.9507383306428974	0.6077054	-0.6443861496927816
ovcar4	16	0.9424998164176941	0.652117749411584	0.7598046592265284	0.6525025	-0.5282186148504076
g361	16	0.942948043346405	0.9231142780007102	1.0533202593208137	0.58234364	-0.9231142780007102
achn	13	0.943518877029419	0.4769392991631151	0.5723809094008834	0.3652557	-0.3379065148030367
ovsaho	16	0.9445199370384216	0.6736859055684007	0.7861363002379754	0.61032397	-0.0780255029408646
