nominal_coverage	empirical_coverage	coverage_gap	mean_interval_width
0.5	0.2706893904498695	-0.2293106095501305	0.726007291281551
0.6	0.3575925072931061	-0.24240749270689388	0.9201525268074411
0.7	0.46629817288499925	-0.2337018271150007	1.1513633219488895
0.8	0.5872869645324735	-0.2127130354675265	1.4489688269392467
0.9	0.7371411024105635	-0.1628588975894365	1.8878231835991268
0.95	0.8142177184093352	-0.13578228159066474	2.2443816045297735
