nominal_coverage	raw_empirical_coverage	conformal_empirical_coverage	raw_coverage_gap	conformal_coverage_gap	raw_mean_interval_width	conformal_mean_interval_width	conformal_quantile
0.5	0.2706893904498695	0.23859972362966375	-0.2293106095501305	-0.26140027637033625	0.726007291281551	0.5944761479519103	0.4927781820297241
0.6	0.3575925072931061	0.28066943037002917	-0.24240749270689388	-0.3193305696299708	0.9201525268074411	0.6825175798506244	0.565758228302002
0.7	0.46629817288499925	0.3196683555964993	-0.2337018271150007	-0.38033164440350065	1.1513633219488895	0.7794906291066822	0.6461419463157654
0.8	0.5872869645324735	0.37739904805773067	-0.2127130354675265	-0.4226009519422694	1.4489688269392467	0.9010251411050215	0.746885359287262
0.9	0.7371411024105635	0.4848764010440657	-0.1628588975894365	-0.4151235989559343	1.8878231835991268	1.118193172843852	0.9269021153450012
0.95	0.8142177184093352	0.6047904191616766	-0.13578228159066474	-0.3452095808383233	2.2443816045297735	1.4057316059169729	1.1652508974075317
