regime_name	fold	model_name	train_rows	test_rows	test_drugs	test_cell_lines	mae	rmse	mse	pearson_r	spearman_r	r_squared
pair_random	0	ridge	270208	67553	403	985	0.4050780421767532	0.5418633662395013	0.29361590767240386	0.8824403129823803	0.8577708404636821	0.7786972370298184
pair_random	1	ridge	270209	67552	403	985	0.4051854492648168	0.5431748290961984	0.2950388949636843	0.8809380443062829	0.855993967897979	0.7760057272314679
pair_random	2	ridge	270209	67552	403	986	0.4047723490982718	0.5432839847666683	0.2951574881039495	0.8822079829261422	0.8569549105122373	0.7782813971643636
pair_random	3	ridge	270209	67552	403	985	0.40536803722346576	0.5410817850240948	0.2927694980848607	0.882757119822933	0.856536144301555	0.7792549949552701
pair_random	4	ridge	270209	67552	403	986	0.40753980866148576	0.5446802932655805	0.29667662187187877	0.8804540772821823	0.8549742313471572	0.7751825617475951
