regime_name	model_name	folds	total_test_rows	mean_mae	mean_rmse	mean_pearson_r	mean_spearman_r	mean_r_squared
pair_random	ridge	5	337761	0.4055887372849586	0.5428168516784087	0.8817595074639841	0.8564460189045221	0.777484383625703
compound_holdout	ridge	5	337761	0.9036892843566582	1.152329950349014	0.4115196900590775	0.37778819116041323	-0.03532343237942883
cell_line_holdout	ridge	5	337761	0.47668904960088965	0.6267295241463241	0.840161171684362	0.8021802856476594	0.7032614312878644
double_cold_start	ridge	5	67675	0.9362783503666812	1.192348829902432	0.3682133169760528	0.3319323201580236	-0.10930963328678615
