regime_name	fold	model_name	train_rows	test_rows	test_drugs	test_cell_lines	mae	rmse	mse	pearson_r	spearman_r	r_squared
pair_random	0	ols	270208	67553	403	985	0.4050746638417741	0.5418628886661844	0.29361539011366167	0.8824405393777656	0.85777270679049	0.7786976271216923
pair_random	1	ols	270209	67552	403	985	0.40518205750607333	0.5431761002343224	0.2950402758657667	0.8809377813068825	0.8559949243337712	0.776004678847126
pair_random	2	ols	270209	67552	403	986	0.4047691106126627	0.5432842132778892	0.295157736396975	0.882207842423648	0.856955614651498	0.7782812106497572
pair_random	3	ols	270209	67552	403	985	0.40536493550024216	0.5410826641937665	0.29277044949102426	0.8827566518167447	0.8565369813229934	0.7792542776054104
pair_random	4	ols	270209	67552	403	986	0.40753620906643573	0.5446795197964986	0.2966757792857444	0.8804546880158454	0.8549760803833755	0.775183200247707
